상호,주소,상권업종대분류명,상권업종중분류명,상권업종소분류명,경도,위도,도로명주소
온부동산공인중개사사무소,서울특별시 광진구 아차산로 413 (구의동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.088468666066,37.5379286157092,서울특별시 광진구 아차산로 413
붐스크린골프&연습장,서울특별시 광진구 자양로 90 (자양동) 1층,예술·스포츠,스포츠 서비스,골프 연습장,127.084239727747,37.5358324848837,서울특별시 광진구 자양로 90
본죽자양동점,서울특별시 광진구 뚝섬로 642 (자양동) 1층,음식,한식,백반/한정식,127.080739898425,37.5315072679573,서울특별시 광진구 뚝섬로 642
일심공인중개사사무소,서울특별시 광진구 광나루로 368 (화양동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.070603445138,37.5478180644104,서울특별시 광진구 광나루로 368
얼음왕국자양24,서울특별시 광진구 자양번영로3길 54 (자양동) 1층,소매,종합 소매,슈퍼마켓,127.0722763811,37.5324502639825,서울특별시 광진구 자양번영로3길 54
분즈,서울특별시 광진구 능동로44길 10 (중곡동) 1층,소매,식물 소매,꽃집,127.082090448403,37.5607028367248,서울특별시 광진구 능동로44길 10
동아마트,서울특별시 광진구 긴고랑로16길 57 (중곡동) 1층,소매,종합 소매,슈퍼마켓,127.081664318049,37.5594560745479,서울특별시 광진구 긴고랑로16길 57
카페피아트121,서울특별시 광진구 아차산로78길 7 (광장동) 지층,음식,비알코올 ,카페,127.109276719188,37.5503687621613,서울특별시 광진구 아차산로78길 7
토토공인중개사사무소,서울특별시 광진구 뚝섬로 552 (자양동),부동산,부동산 서비스,부동산 중개/대리업,127.071257785585,37.5342984266508,서울특별시 광진구 뚝섬로 552
제이원,서울특별시 광진구 자양번영로 34 (자양동) 1층,예술·스포츠,유원지·오락,노래방,127.075803499632,37.5326941723193,서울특별시 광진구 자양번영로 34
수,서울특별시 광진구 용마산로 31 (중곡동) 지층,예술·스포츠,유원지·오락,노래방,127.087915314944,37.5564139280208,서울특별시 광진구 용마산로 31
노곡물류,서울특별시 광진구 군자로 154-1 (군자동),수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,127.07632291917,37.5547920225969,서울특별시 광진구 군자로 154-1
도미노피자군자점,서울특별시 광진구 능동로 253 (군자동) 1층,음식,기타 간이,피자,127.076766649082,37.5527681302093,서울특별시 광진구 능동로 253
비움디자인빌드,서울특별시 광진구 아차산로78길 75 (광장동),과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.110971130975,37.5515889428079,서울특별시 광진구 아차산로78길 75
배영만당진아구찜잠실대교점,서울특별시 광진구 자양로 39 (자양동) 1층,음식,한식,해산물 구이/찜,127.085695346757,37.5315277162091,서울특별시 광진구 자양로 39
진주세무회계사무소,서울특별시 광진구 자양로43길 48 (중곡동) 4층,과학·기술,회계·세무,세무사,127.090302418385,37.5527740774967,서울특별시 광진구 자양로43길 48
도서출판우리식구,서울특별시 광진구 구의강변로 64 (구의동) 2층,과학·기술,광고,광고 대행업,127.092578566559,37.5358608133798,서울특별시 광진구 구의강변로 64
군자스테이,서울특별시 광진구 능동로39길 13 (중곡동),숙박,기타 숙박,기숙사/고시원,127.07926488431,37.5585273268582,서울특별시 광진구 능동로39길 13
고메,서울특별시 광진구 능동로36길 18 (능동) 1층,음식,일식,일식 회/초밥,127.080055602991,37.5558934144435,서울특별시 광진구 능동로36길 18
김윤환세무회계사무소,서울특별시 광진구 구의로 18-2 (구의동) 2층,과학·기술,회계·세무,세무사,127.089525776854,37.5393964771456,서울특별시 광진구 구의로 18-2
최고야노래연습장,서울특별시 광진구 면목로 8 (군자동),예술·스포츠,유원지·오락,노래방,127.075449299475,37.5549653949333,서울특별시 광진구 면목로 8
이삭홍두깨칼국수,서울특별시 광진구 동일로72길 51 (중곡동) 1층,음식,한식,국수/칼국수,127.080448829053,37.5653394752894,서울특별시 광진구 동일로72길 51
자양크린,서울특별시 광진구 동일로20길 71 (자양동),시설관리·임대,청소·방제,건축물 일반 청소업,127.067458843372,37.540431684476,서울특별시 광진구 동일로20길 71
머리해요,서울특별시 광진구 아차산로61길 13 (구의동) 1층,수리·개인,이용·미용,미용실,127.091347961164,37.5393654597744,서울특별시 광진구 아차산로61길 13
세무사임성광사무소,서울특별시 광진구 강변역로4길 68 (구의동) 1층,과학·기술,회계·세무,세무사,127.0925842524,37.532590030538,서울특별시 광진구 강변역로4길 68
까까아이스,서울특별시 광진구 뚝섬로32가길 2 (자양동) 1층,소매,종합 소매,슈퍼마켓,127.066827426776,37.5338940693411,서울특별시 광진구 뚝섬로32가길 2
지에스25구의미가로,서울특별시 광진구 아차산로51길 41 (구의동),소매,종합 소매,편의점,127.084801929795,37.5389004240022,서울특별시 광진구 아차산로51길 41
이노상사,서울특별시 광진구 천호대로121길 23 (중곡동) 지층,시설관리·임대,사무 지원,복사업,127.086309279747,37.5563204159073,서울특별시 광진구 천호대로121길 23
매화,서울특별시 광진구 아차산로65길 17 (구의동) 1층,음식,주점,요리 주점,127.093714496394,37.5411046577481,서울특별시 광진구 아차산로65길 17
마초쉐프,서울특별시 광진구 능동로 125 (화양동) 2층,음식,서양식,경양식,127.071295780568,37.5421829317093,서울특별시 광진구 능동로 125
자가제빵선명희피자,서울특별시 광진구 아차산로51길 98 (구의동) 1층,음식,기타 간이,피자,127.085554016876,37.5412489876882,서울특별시 광진구 아차산로51길 98
우리콩밭손두부,서울특별시 광진구 영화사로 76 (구의동) 1층,음식,한식,백반/한정식,127.094583414145,37.5544018438997,서울특별시 광진구 영화사로 76
성지ENG,서울특별시 광진구 천호대로102길 20 (군자동),과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.073757455039,37.5581508607483,서울특별시 광진구 천호대로102길 20
엘지냉열사,서울특별시 광진구 능동로36길 45-5 (능동) 1층,소매,가전·통신 소매,가전제품 소매업,127.081767120675,37.5556904853843,서울특별시 광진구 능동로36길 45-5
오케이노래연습장,서울특별시 광진구 면목로 128 (중곡동) 지층,예술·스포츠,유원지·오락,노래방,127.080908317744,37.5647934135667,서울특별시 광진구 면목로 128
참세무법인,서울특별시 광진구 자양로 142 (구의동),과학·기술,회계·세무,세무사,127.083563321248,37.5402514077644,서울특별시 광진구 자양로 142
청능사자격검정원,서울특별시 광진구 능동로 266 (능동),교육,교육 지원,교육컨설팅업,127.077865119892,37.5536327120794,서울특별시 광진구 능동로 266
아가페헤어,서울특별시 광진구 자양로13길 88 (자양동),수리·개인,이용·미용,미용실,127.080290521429,37.5330896235265,서울특별시 광진구 자양로13길 88
희컴퍼니,서울특별시 광진구 천호대로 666 (구의동),과학·기술,광고,광고 대행업,127.08930114215,37.5513517084081,서울특별시 광진구 천호대로 666
우정이용원,서울특별시 광진구 자양로5길 33 (자양동) 1층,수리·개인,이용·미용,미용실,127.084118864686,37.5309117942692,서울특별시 광진구 자양로5길 33
에이디아이종합건축사사무소,서울특별시 광진구 능동로 340 (중곡동) 3층,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.08116203211,37.5598035759447,서울특별시 광진구 능동로 340
이벤트요,서울특별시 광진구 면목로7길 10-5 (중곡동) 1층,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,127.077200661968,37.5597907012297,서울특별시 광진구 면목로7길 10-5
장헌준세무회계사무소,서울특별시 광진구 아차산로 188 (자양동),과학·기술,회계·세무,세무사,127.064160043623,37.5418112272133,서울특별시 광진구 아차산로 188
알릴라,서울특별시 광진구 능동로 81 (자양동),소매,섬유·의복·신발 소매,여성 의류 소매업,127.069295161761,37.5383557316155,서울특별시 광진구 능동로 81
하이헤어,서울특별시 광진구 동일로10길 25 (자양동) 1층,수리·개인,이용·미용,미용실,127.063412073735,37.5382821862697,서울특별시 광진구 동일로10길 25
명가,서울특별시 광진구 동일로60길 20 (군자동) 1층,음식,한식,백반/한정식,127.074379349386,37.558200790387,서울특별시 광진구 동일로60길 20
아로리살롱,서울특별시 광진구 천호대로122길 27 (능동) 1층,수리·개인,이용·미용,미용실,127.087523494137,37.5523471614785,서울특별시 광진구 천호대로122길 27
금산씨엔디,서울특별시 광진구 구의강변로 45 (구의동) 3층,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,127.091289265139,37.5348777610673,서울특별시 광진구 구의강변로 45
나우설비기술,서울특별시 광진구 아차산로30길 39 (자양동) 3층,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.06747679676,37.5389901435846,서울특별시 광진구 아차산로30길 39
영동인테리어,서울특별시 광진구 동일로4길 51 (자양동),과학·기술,전문 디자인,인테리어 디자인업,127.063691404167,37.5358515614912,서울특별시 광진구 동일로4길 51
제이메디,서울특별시 광진구 긴고랑로14길 64 (중곡동) 지층,소매,의약·화장품 소매,화장품 소매업,127.080040817084,37.559857918264,서울특별시 광진구 긴고랑로14길 64
건축사사무소한엔김건축,서울특별시 광진구 동일로 80 (자양동) 2층,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.062906956108,37.539764913887,서울특별시 광진구 동일로 80
아차산공인중개사사무소,서울특별시 광진구 천호대로 635 (중곡동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.088317097657,37.5540923202799,서울특별시 광진구 천호대로 635
아낙네식당,서울특별시 광진구 자양로13길 96 (자양동) 1층,음식,한식,백반/한정식,127.07990929255,37.5328073273369,서울특별시 광진구 자양로13길 96
내츄럴스킨,서울특별시 광진구 뚝섬로36가길 6 (자양동) 1층,수리·개인,이용·미용,피부 관리실,127.070910364568,37.5322052511911,서울특별시 광진구 뚝섬로36가길 6
삼일공사설비,서울특별시 광진구 자양로22길 9 (구의동),수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,127.083933105333,37.539623540076,서울특별시 광진구 자양로22길 9
비밀의화원포레스트점,서울특별시 광진구 동일로24길 102 (화양동),예술·스포츠,유원지·오락,기타 오락장,127.070457920388,37.5422213917277,서울특별시 광진구 동일로24길 102
폼모텔,서울특별시 광진구 아차산로 389 (구의동),숙박,일반 숙박,여관/모텔,127.085952948949,37.5373054643911,서울특별시 광진구 아차산로 389
더리터중곡역점,서울특별시 광진구 능동로 393 (중곡동) 1층,음식,비알코올 ,카페,127.083154537439,37.5643873859385,서울특별시 광진구 능동로 393
행운당구장,서울특별시 광진구 자양로13길 48 (자양동),예술·스포츠,스포츠 서비스,당구장,127.081644544801,37.5343165830477,서울특별시 광진구 자양로13길 48
대흥공인중개사,서울특별시 광진구 용마산로 14 (중곡동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.088602225666,37.5548423937414,서울특별시 광진구 용마산로 14
가장맛있는족발,서울특별시 광진구 자양로18길 9 (구의동) 1층,음식,한식,족발/보쌈,127.084014255941,37.5376148215575,서울특별시 광진구 자양로18길 9
미니온네일,서울특별시 광진구 자양로48길 6 (구의동),수리·개인,이용·미용,네일숍,127.092445442741,37.5515110760124,서울특별시 광진구 자양로48길 6
하나식품,서울특별시 광진구 동일로46길 26 (군자동),소매,종합 소매,슈퍼마켓,127.071790219649,37.5534139116024,서울특별시 광진구 동일로46길 26
청출어람보습학원,서울특별시 광진구 아차산로 479 (구의동) 3층,교육,일반 교육,입시·교과학원,127.094827158006,37.5407978233301,서울특별시 광진구 아차산로 479
중국성,서울특별시 광진구 뚝섬로 741 (구의동),음식,중식,중국집,127.091226520644,37.5344537828632,서울특별시 광진구 뚝섬로 741
에스앤케이파트너스,서울특별시 광진구 천호대로 646 (능동) 4층,부동산,부동산 서비스,부동산 중개/대리업,127.088569013351,37.552922898879,서울특별시 광진구 천호대로 646
원진,서울특별시 광진구 구의로 3 (구의동),시설관리·임대,고용 알선,상용 인력 공급 및 인사관리 서비스업,127.08888312908,37.5382742144918,서울특별시 광진구 구의로 3
이마트24서울어린이대공원점,서울특별시 광진구 능동로 216 (능동),소매,종합 소매,편의점,127.078756685122,37.5519997599751,서울특별시 광진구 능동로 216
진영종합공구,서울특별시 광진구 광나루로56길 85 (구의동) 4층,소매,기타 생활용품 소매,전기용품/조명장치 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
와이즈코,서울특별시 광진구 광나루로24길 37 (화양동) 2층,과학·기술,본사·경영 컨설팅,경영 컨설팅업,127.077157189001,37.544959071629,서울특별시 광진구 광나루로24길 37
24시전화방,서울특별시 광진구 천호대로 544 (군자동) 3층,예술·스포츠,유원지·오락,기타 오락장,127.07837569607,37.5572048567005,서울특별시 광진구 천호대로 544
에이치로지스,서울특별시 광진구 구의강변로 11 (자양동) 2층,과학·기술,본사·경영 컨설팅,경영 컨설팅업,127.09094773264,37.5322530649799,서울특별시 광진구 구의강변로 11
구의생태·대구·동태전문,서울특별시 광진구 아차산로53길 21 (구의동),음식,한식,백반/한정식,127.085716104746,37.5381686419534,서울특별시 광진구 아차산로53길 21
타코비,서울특별시 광진구 뚝섬로56길 13 (자양동) 1층,음식,일식,기타 일식 음식점,127.082696378969,37.5306574692271,서울특별시 광진구 뚝섬로56길 13
블랙홀,서울특별시 광진구 아차산로51길 37 (구의동),예술·스포츠,유원지·오락,노래방,127.084770629479,37.5386839287085,서울특별시 광진구 아차산로51길 37
초이스공인중개사사무소,서울특별시 광진구 능동로40길 12 (중곡동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.080742341899,37.5580342516223,서울특별시 광진구 능동로40길 12
홍중게임,서울특별시 광진구 동일로18길 53 (자양동) 3층,예술·스포츠,유원지·오락,기타 오락장,127.065933545375,37.539338367269,서울특별시 광진구 동일로18길 53
홈즈앤루팡,서울특별시 광진구 아차산로 241 (화양동) 2층,예술·스포츠,유원지·오락,기타 오락장,127.070128531305,37.5404977898043,서울특별시 광진구 아차산로 241
에이치알비엠에스,서울특별시 광진구 천호대로 571 (중곡동) 9층,시설관리·임대,고용 알선,상용 인력 공급 및 인사관리 서비스업,127.081664201699,37.5566988610871,서울특별시 광진구 천호대로 571
노유공인중개사무소,서울특별시 광진구 동일로4길 57-11 (자양동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.063768348685,37.5360323819352,서울특별시 광진구 동일로4길 57-11
세븐일레븐강변테크노마트점,서울특별시 광진구 광나루로56길 85 (구의동),소매,종합 소매,편의점,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
수인테리어,서울특별시 광진구 능동로6길 14 (자양동),과학·기술,전문 디자인,인테리어 디자인업,127.068781545627,37.5341617893911,서울특별시 광진구 능동로6길 14
한미설비,서울특별시 광진구 천호대로110길 104 (능동),과학·기술,기술 서비스,기타 엔지니어링 서비스업,127.077863572373,37.5528397757021,서울특별시 광진구 천호대로110길 104
마포숯불갈비,서울특별시 광진구 뚝섬로25길 4 (자양동),음식,한식,돼지고기 구이/찜,127.065518972108,37.5362895321103,서울특별시 광진구 뚝섬로25길 4
펜텀,서울특별시 광진구 용마산로 20 (중곡동) 1층,소매,섬유·의복·신발 소매,기타 의류 소매업,127.088537960032,37.5554726331702,서울특별시 광진구 용마산로 20
플랜에이치,서울특별시 광진구 아차산로 262 (자양동) 2층,과학·기술,본사·경영 컨설팅,경영 컨설팅업,127.072944230258,37.5369968145663,서울특별시 광진구 아차산로 262
조경설계사무소시플랜,서울특별시 광진구 자양로11길 26 (자양동) 1층,과학·기술,기술 서비스,도시 계획 및 조경 설계 서비스업,127.082707924647,37.5343338582318,서울특별시 광진구 자양로11길 26
잊지마,서울특별시 광진구 뚝섬로 476-5 (자양동) 지층,예술·스포츠,유원지·오락,노래방,127.062835533174,37.5364304561548,서울특별시 광진구 뚝섬로 476-5
오땡큐,서울특별시 광진구 뚝섬로58가길 34 (자양동) 1층,수리·개인,이용·미용,미용실,127.082962648907,37.5301639574026,서울특별시 광진구 뚝섬로58가길 34
캘리제이쥬얼리,서울특별시 광진구 아차산로 262 (자양동) 1층,소매,시계·귀금속 소매,시계/귀금속 소매업,127.072944230258,37.5369968145663,서울특별시 광진구 아차산로 262
피자스쿨광진,서울특별시 광진구 자양로 120 (구의동) 1층,음식,기타 간이,피자,127.083561312936,37.5385664234867,서울특별시 광진구 자양로 120
베로니,서울특별시 광진구 천호대로 508 (군자동) 1층,소매,가구 소매,가구 소매업,127.074804394169,37.5586095941027,서울특별시 광진구 천호대로 508
그로퍼,서울특별시 광진구 자양로22길 79 (구의동),음식,비알코올 ,카페,127.087912421493,37.5399336692208,서울특별시 광진구 자양로22길 79
포차,서울특별시 광진구 아차산로51길 91 (구의동) 1층,음식,주점,요리 주점,127.085182940811,37.5410568924627,서울특별시 광진구 아차산로51길 91
행복건축협동조합,서울특별시 광진구 자양로18길 34-5 (구의동) 1층,교육,교육 지원,교육컨설팅업,127.085508064684,37.5375993675776,서울특별시 광진구 자양로18길 34-5
중앙한의원엠앤엘,서울특별시 광진구 군자로 180 (군자동),소매,의약·화장품 소매,의료기기 소매업,127.078146248951,37.5565362885835,서울특별시 광진구 군자로 180
더민헤어,서울특별시 광진구 군자로 172 (군자동) 1층,수리·개인,이용·미용,미용실,127.077666499963,37.5559738909162,서울특별시 광진구 군자로 172
비주얼테드,서울특별시 광진구 긴고랑로 14 (중곡동) 2층,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,127.077798566283,37.563624831444,서울특별시 광진구 긴고랑로 14
호텔더디자이너스건대,서울특별시 광진구 천호대로 521 (중곡동),숙박,일반 숙박,여관/모텔,127.076580888814,37.5586505332584,서울특별시 광진구 천호대로 521
스튜디오스카이브,서울특별시 광진구 자양로 73 (자양동) 3층,과학·기술,전문 디자인,패션/섬유/기타 전문 디자인업,127.084099623895,37.5343356495957,서울특별시 광진구 자양로 73
마이티시스템,서울특별시 광진구 광나루로56길 85 (구의동) 8층,소매,오락용품 소매,장난감 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
리스크매니지먼트써포트,서울특별시 광진구 천호대로110길 104 (능동),과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.077863572373,37.5528397757021,서울특별시 광진구 천호대로110길 104
디에이치컴퍼니,서울특별시 광진구 천호대로119길 54 (중곡동),시설관리·임대,사무 지원,기타 사무 지원 서비스업,127.086015238713,37.5572282009078,서울특별시 광진구 천호대로119길 54
하나아그로,서울특별시 광진구 광나루로56길 85 (구의동) 5층,소매,종합 소매,슈퍼마켓,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
제이엘텔레콤,서울특별시 광진구 아차산로 218 (자양동) 1층,소매,가전·통신 소매,핸드폰 소매업,127.067375376681,37.5407734248786,서울특별시 광진구 아차산로 218
코엑스제치과의원,서울특별시 광진구 자양로18길 90 (구의동) 2층,보건의료,의원,치과의원,127.088382446133,37.538504624237,서울특별시 광진구 자양로18길 90
에스오관리,서울특별시 광진구 능동로48길 56 (중곡동) 4층,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,127.085677152156,37.5617398432676,서울특별시 광진구 능동로48길 56
건웅건축사사무소,서울특별시 광진구 자양로 156 (구의동),과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.084035411524,37.5414354494829,서울특별시 광진구 자양로 156
정셈세무회계,서울특별시 광진구 동일로 124 (화양동) 2층,과학·기술,회계·세무,세무사,127.064999940646,37.5434217514716,서울특별시 광진구 동일로 124
동진카인테리어,서울특별시 광진구 뚝섬로 703-1 (자양동),수리·개인,자동차 수리·세차,자동차 정비소,127.087483853006,37.5333166259111,서울특별시 광진구 뚝섬로 703-1
전주밥상,서울특별시 광진구 아차산로21길 11 (화양동) 1층,음식,한식,백반/한정식,127.06502171977,37.5425839464791,서울특별시 광진구 아차산로21길 11
화양양고기꼬치,서울특별시 광진구 아차산로29길 44 (화양동) 1층,음식,한식,돼지고기 구이/찜,127.069094197676,37.5426882060198,서울특별시 광진구 아차산로29길 44
삼원특수지,서울특별시 광진구 천호대로 549 (중곡동) 12층,소매,장식품 소매,예술품 소매업,127.079207291007,37.5576889014947,서울특별시 광진구 천호대로 549
최신족발,서울특별시 광진구 아차산로29길 63 (화양동) 1층,음식,한식,족발/보쌈,127.069331702785,37.5436091504465,서울특별시 광진구 아차산로29길 63
나진씨앤씨,서울특별시 광진구 광나루로56길 85 (구의동),소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
처갓집양념치킨중곡역점,서울특별시 광진구 긴고랑로 5 (중곡동) 1층,음식,기타 간이,치킨,127.077157637524,37.5641964944178,서울특별시 광진구 긴고랑로 5
변호사안한주법률사무소,서울특별시 광진구 아차산로 401 (구의동) 4층,과학·기술,법무관련 ,변호사,127.087238923014,37.5376307798497,서울특별시 광진구 아차산로 401
성희헤어카페,서울특별시 광진구 뚝섬로54길 8 (자양동) 1층,수리·개인,이용·미용,미용실,127.080675004488,37.5312634782807,서울특별시 광진구 뚝섬로54길 8
탭플레이,서울특별시 광진구 면목로 131 (중곡동) 1층,음식,비알코올 ,카페,127.080722242345,37.5651974367685,서울특별시 광진구 면목로 131
플러스,서울특별시 광진구 자양로 43 (자양동) 1층,수리·개인,욕탕·신체관리,마사지/안마,127.085511803601,37.5317335375015,서울특별시 광진구 자양로 43
금수공인중개사사무소,서울특별시 광진구 자양로18길 39 (구의동) 1층,부동산,부동산 서비스,부동산 중개/대리업,127.085729399157,37.5380065553218,서울특별시 광진구 자양로18길 39
서울외대스카우트,서울특별시 광진구 능동로13길 75 (화양동) 2층,시설관리·임대,고용 알선,임시/일용 인력 공급업,127.06887461439,37.5448760290406,서울특별시 광진구 능동로13길 75
메가투어,서울특별시 광진구 구의강변로 79 (구의동) 1층,시설관리·임대,여행사·보조,여행사,127.093335342723,37.537839933885,서울특별시 광진구 구의강변로 79
울랄라속눈썹,서울특별시 광진구 뚝섬로50길 7-10 (자양동) 1층,수리·개인,이용·미용,네일숍,127.078632522901,37.5317431403112,서울특별시 광진구 뚝섬로50길 7-10
알뜰할인마트,서울특별시 광진구 군자로 183 (군자동) 1층,소매,종합 소매,슈퍼마켓,127.07821969733,37.5570054079385,서울특별시 광진구 군자로 183
튜닝아틀리에,서울특별시 광진구 아차산로 335 (자양동) 1층,수리·개인,기타 가정용품 수리,의류/이불 수선업,127.080155885368,37.5376028512524,서울특별시 광진구 아차산로 335
크린나이스,서울특별시 광진구 영화사로3길 12 (중곡동) 1층,수리·개인,세탁,세탁소,127.090811984383,37.557409403983,서울특별시 광진구 영화사로3길 12
화인종합기획,서울특별시 광진구 아차산로36길 5 (자양동) 5층,과학·기술,광고,광고물 설계/제작업,127.074624979128,37.5383345443223,서울특별시 광진구 아차산로36길 5
동진환경종합건축사사무소,서울특별시 광진구 뚝섬로 742 (구의동),과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.091410383019,37.5342209235652,서울특별시 광진구 뚝섬로 742
테라스안경원,서울특별시 광진구 뚝섬로 510 (자양동) 1층,소매,안경·정밀기기 소매,안경렌즈 소매업,127.066920245089,37.5355257075659,서울특별시 광진구 뚝섬로 510
장원참숯민물장어,서울특별시 광진구 면목로 30 (군자동),음식,한식,해산물 구이/찜,127.076343943969,37.5567564757489,서울특별시 광진구 면목로 30
구의동비어퀸앤스폐셜분식,서울특별시 광진구 자양로18길 6 (구의동),음식,주점,생맥주 전문,127.083995374672,37.5373083170463,서울특별시 광진구 자양로18길 6
아이아이디,서울특별시 광진구 광나루로46길 9 (구의동),소매,섬유·의복·신발 소매,기타 의류 소매업,127.092714239248,37.5433405985714,서울특별시 광진구 광나루로46길 9
건축사사무소이우,서울특별시 광진구 자양로 73 (자양동) 3층,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.084099623895,37.5343356495957,서울특별시 광진구 자양로 73
신진공인중개사사무소,서울특별시 광진구 긴고랑로14길 6 (중곡동) 2층,부동산,부동산 서비스,부동산 중개/대리업,127.081357962904,37.5622829864305,서울특별시 광진구 긴고랑로14길 6
미래복지경영,서울특별시 광진구 뚝섬로 741 (구의동),교육,기타 교육,사회교육시설,127.091226520644,37.5344537828632,서울특별시 광진구 뚝섬로 741
쭈꾸미킹,서울특별시 광진구 능동로13길 39 (화양동) 1층,음식,한식,해산물 구이/찜,127.069746106942,37.5439548153122,서울특별시 광진구 능동로13길 39
한백프라자,서울특별시 광진구 광나루로56길 85 (구의동) 6층,수리·개인,컴퓨터 수리,컴퓨터/노트북/프린터 수리업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
씨큐브,서울특별시 광진구 광나루로56길 32 (구의동) 5층,시설관리·임대,청소·방제,건축물 일반 청소업,127.096198403964,37.5378168284815,서울특별시 광진구 광나루로56길 32
디자인마루,서울특별시 광진구 아차산로 188 (자양동),과학·기술,전문 디자인,시각 디자인업,127.064160043623,37.5418112272133,서울특별시 광진구 아차산로 188
육공칠,서울특별시 광진구 천호대로 611 (중곡동) 2층,과학·기술,전문 디자인,인테리어 디자인업,127.085723895479,37.5551355082725,서울특별시 광진구 천호대로 611
수보전자,서울특별시 광진구 광나루로56길 85 (구의동) 4층,소매,중고 상품 소매,중고 상품 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
법무사남기휴사무소,서울특별시 광진구 자양로 126 (구의동),과학·기술,법무관련 ,법무사,127.083601939359,37.5389451809746,서울특별시 광진구 자양로 126
순수댄스컴퍼니,서울특별시 광진구 긴고랑로36길 71 (중곡동) 2층,교육,기타 교육,기타 예술/스포츠 교육기관,127.091850491823,37.5567055664657,서울특별시 광진구 긴고랑로36길 71
환이네,서울특별시 광진구 아차산로29길 47 (화양동) 1층,음식,한식,돼지고기 구이/찜,127.069055659597,37.5430573332334,서울특별시 광진구 아차산로29길 47
주류 소매업,서울특별시 광진구 답십리로 374 (중곡동),소매,음료 소매,주류 소매업,127.081936351208,37.5714151073355,서울특별시 광진구 답십리로 374
티파니,서울특별시 광진구 광나루로56길 85 (구의동) 1층,소매,시계·귀금속 소매,시계/귀금속 소매업,127.095680669092,37.53571340911,서울특별시 광진구 광나루로56길 85
현대프라임스포츠,서울특별시 광진구 광나루로56길 32 (구의동) 3층,예술·스포츠,스포츠 서비스,종합 스포츠시설,127.096198403964,37.5378168284815,서울특별시 광진구 광나루로56길 32
세림공인중개사사무소,서울특별시 광진구 아차산로61길 14 (구의동),부동산,부동산 서비스,부동산 중개/대리업,127.091528446873,37.5394119010913,서울특별시 광진구 아차산로61길 14
시골댁,서울특별시 광진구 뚝섬로58길 9 (자양동) 1층,음식,한식,백반/한정식,127.084315343014,37.5314990030018,서울특별시 광진구 뚝섬로58길 9
송산종합건축사사무소,서울특별시 광진구 광나루로 370 (화양동) 4층,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,127.070877371077,37.547630999531,서울특별시 광진구 광나루로 370
유엔아이,서울특별시 광진구 아차산로78길 75 (광장동) 1층,과학·기술,전문 디자인,시각 디자인업,127.110971130975,37.5515889428079,서울특별시 광진구 아차산로78길 75
배가네논밭집,서울특별시 광진구 아차산로51길 46 (구의동),음식,한식,돼지고기 구이/찜,127.085105217634,37.5390829847256,서울특별시 광진구 아차산로51길 46
해인법률사무소,서울특별시 광진구 능동로 81 (자양동),과학·기술,법무관련 ,변호사,127.069295161761,37.5383557316155,서울특별시 광진구 능동로 81
행복플랫폼해피허브,서울특별시 광진구 군자로 108 (군자동) 3층,교육,교육 지원,교육컨설팅업,127.072150528046,37.5526508510941,서울특별시 광진구 군자로 108
프라임에셋운용,서울특별시 광진구 아차산로 563 (광장동) 2층,과학·기술,본사·경영 컨설팅,경영 컨설팅업,127.102911969818,37.544130344049,서울특별시 광진구 아차산로 563
온도랩,서울특별시 광진구 뚝섬로49길 37 (자양동),시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,127.079556711255,37.5338768333702,서울특별시 광진구 뚝섬로49길 37
